Token,POS,IsNumeric,Label,DocID,PrevToken,NextToken
quarterly,IN,False,I-EARNINGS,201,reported,earnings
the,DT,False,O,235,,
annual,IN,False,I-EARNINGS,664,announced,revenue
for,DT,False,O,80,,
declined,IN,False,I-STOCK,633,shares,by
or,DT,False,O,419,,
$750 million,CD,True,I-STOCK,350,fell,
talks,IN,False,I-ACQUISITION,566,in,to
estimates,IN,False,I-EARNINGS,556,earnings,by
Apple,NNP,False,I-MERGER,974,with,
of,IN,False,I-EARNINGS,426,revenue,$15.7 billion
talks,IN,False,I-ACQUISITION,630,in,to
Oracle,NNP,False,B-MERGER,639,,approved
merger,IN,False,I-MERGER,727,ongoing,negotiations
earnings,IN,False,I-EARNINGS,387,beat,expectations
the,DT,False,O,243,,
of,IN,False,I-EARNINGS,451,revenue,$750 million
and,DT,False,O,430,,
the,DT,False,O,701,,
PayPal,NNP,False,I-ACQUISITION,640,of,
missed,IN,False,I-EARNINGS,344,Citigroup,earnings
Tesla,NNP,False,B-MERGER,525,,completed
Citigroup,NNP,False,B-ACQUISITION,334,,announced
Apple,NNP,False,B-MERGER,184,,completed
the,DT,False,O,168,,
in,IN,False,I-MERGER,28,is,merger
with,IN,False,I-MERGER,347,merger,Microsoft
declined,IN,False,I-STOCK,506,shares,by
acquired,VBD,False,I-ACQUISITION,948,Google,Morgan Stanley
Amazon,NNP,False,I-MERGER,515,with,
beat,IN,False,I-EARNINGS,676,Bank of America,earnings
with,IN,False,I-EARNINGS,978,expectations,$1.3 billion
at,DT,False,O,164,,
$3.1 billion,CD,True,I-STOCK,349,surged,
merger,IN,False,I-MERGER,515,ongoing,negotiations
or,DT,False,O,485,,
Google,NNP,False,I-MERGER,448,with,
in,DT,False,O,661,,
talks,IN,False,I-ACQUISITION,65,in,to
price,IN,False,I-STOCK,819,stock,fell
IBM,NNP,False,B-STOCK,682,,stock
with,DT,False,O,494,,
and,DT,False,O,748,,
$750 million,CD,True,I-STOCK,979,dropped,
increased,IN,False,I-STOCK,808,price,by
for,DT,False,O,791,,
completed,IN,False,I-ACQUISITION,186,Netflix,the
with,IN,False,I-EARNINGS,173,expectations,$15.7 billion
in,DT,False,O,22,,
PayPal,NNP,False,B-ACQUISITION,589,,announced
acquired,VBD,False,I-ACQUISITION,151,Apple,Salesforce
with,IN,False,I-MERGER,755,merger,Visa
$3.1 billion,CD,True,I-STOCK,144,by,
earnings,IN,False,I-EARNINGS,408,beat,expectations
$2.4 billion,CD,True,I-EARNINGS,808,showing,
merger,IN,False,I-MERGER,427,a,with
beat,IN,False,I-EARNINGS,44,Oracle,earnings
the,DT,False,O,537,,
Tesla,NNP,False,I-ACQUISITION,450,acquire,
the,DT,False,O,339,,
in,DT,False,O,643,,
stock,IN,False,I-STOCK,484,Visa,price
with,IN,False,I-EARNINGS,800,expectations,$1.3 billion
Amazon,NNP,False,B-ACQUISITION,514,,completed
in,DT,False,O,502,,
merger,IN,False,I-MERGER,812,the,between
and,DT,False,O,959,,
Intel,NNP,False,B-ACQUISITION,664,,completed
dropped,IN,False,I-STOCK,64,shares,$3.1 billion
JPMorgan,NNP,False,B-ACQUISITION,569,,announced
in,DT,False,O,982,,
at,DT,False,O,849,,
Microsoft,NNP,False,I-MERGER,499,between,
announced,VBD,False,I-EARNINGS,232,Apple,annual
Amazon,NNP,False,B-ACQUISITION,898,,is
price,IN,False,I-STOCK,398,stock,increased
by,IN,False,I-EARNINGS,201,estimates,$2.4 billion
of,IN,False,I-ACQUISITION,456,acquisition,Apple
stock,IN,False,I-STOCK,572,Intel,price
$750 million,CD,True,I-STOCK,544,by,
the,IN,False,I-MERGER,252,approved,merger
on,DT,False,O,657,,
stock,IN,False,I-STOCK,105,Visa,price
revenue,IN,False,I-EARNINGS,938,annual,of
completed,IN,False,I-ACQUISITION,174,Microsoft,the
IBM,NNP,False,I-ACQUISITION,306,acquire,
approved,IN,False,I-MERGER,215,Salesforce,the
merger,IN,False,I-MERGER,152,its,with
the,DT,False,O,666,,
Microsoft,NNP,False,I-ACQUISITION,617,of,
successfully,IN,False,I-ACQUISITION,612,Morgan Stanley,purchased
acquired,VBD,False,I-ACQUISITION,887,Amazon,Microsoft
with,DT,False,O,98,,
in,DT,False,O,777,,
by,IN,False,I-EARNINGS,283,estimates,$15.7 billion
revenue,IN,False,I-EARNINGS,894,annual,of
by,DT,False,O,145,,
$1.3 billion,CD,True,I-STOCK,47,fell,
stock,IN,False,I-STOCK,355,Google,price
fell,IN,False,I-STOCK,598,price,$1.3 billion
with,IN,False,I-MERGER,908,negotiations,Visa
$15.7 billion,CD,True,I-STOCK,875,surged,
reported,VBD,False,I-EARNINGS,786,Adobe,quarterly
Facebook,NNP,False,B-STOCK,200,,shares
on,DT,False,O,742,,
increased,IN,False,I-STOCK,471,price,by
its,IN,False,I-EARNINGS,634,released,Q4
declined,IN,False,I-STOCK,892,shares,by
by,DT,False,O,291,,
merger,IN,False,I-MERGER,995,a,with
at,DT,False,O,50,,
beat,IN,False,I-EARNINGS,46,Facebook,earnings
shares,IN,False,I-STOCK,918,Salesforce,dropped
showing,IN,False,I-EARNINGS,538,earnings,$980 million
declined,IN,False,I-STOCK,871,shares,by
and,DT,False,O,177,,
and,DT,False,O,249,,
merger,IN,False,I-MERGER,722,ongoing,negotiations
stock,IN,False,I-STOCK,421,Adobe,surged
for,DT,False,O,259,,
Apple,NNP,False,I-ACQUISITION,285,purchased,
Google,NNP,False,B-ACQUISITION,132,,announced
for,DT,False,O,739,,
Netflix,NNP,False,I-ACQUISITION,689,acquired,
in,DT,False,O,171,,
reported,VBD,False,I-EARNINGS,479,Intel,quarterly
the,IN,False,I-ACQUISITION,595,completed,acquisition
or,DT,False,O,141,,
in,DT,False,O,85,,
acquisition,IN,False,I-ACQUISITION,260,the,of
with,DT,False,O,621,,
with,DT,False,O,241,,
a,IN,False,I-MERGER,81,announced,merger
in,DT,False,O,385,,
$5.2 billion,CD,True,I-EARNINGS,609,showing,
stock,IN,False,I-STOCK,406,Oracle,surged
the,DT,False,O,905,,
and,DT,False,O,14,,
by,DT,False,O,157,,
at,DT,False,O,743,,
estimates,IN,False,I-EARNINGS,978,earnings,by
annual,IN,False,I-EARNINGS,32,announced,revenue
in,DT,False,O,506,,
in,DT,False,O,928,,
announced,VBD,False,I-MERGER,982,Morgan Stanley,a
in,DT,False,O,48,,
on,DT,False,O,984,,
or,DT,False,O,805,,
dropped,IN,False,I-STOCK,413,shares,$15.7 billion
with,DT,False,O,2,,
for,DT,False,O,742,,
Intel,NNP,False,I-MERGER,732,with,
or,DT,False,O,935,,
PayPal,NNP,False,B-STOCK,463,,shares
in,DT,False,O,524,,
with,IN,False,I-MERGER,970,merger,Citigroup
acquired,VBD,False,I-ACQUISITION,813,Tesla,Netflix
or,DT,False,O,289,,
Visa,NNP,False,B-STOCK,741,,stock
by,DT,False,O,59,,
PayPal,NNP,False,B-MERGER,646,,approved
between,IN,False,I-MERGER,976,merger,Google
by,DT,False,O,457,,
PayPal,NNP,False,B-ACQUISITION,937,,successfully
price,IN,False,I-STOCK,14,stock,fell
talks,IN,False,I-MERGER,925,merger,with
$3.1 billion,CD,True,I-STOCK,552,fell,
on,DT,False,O,993,,
in,IN,False,I-ACQUISITION,545,is,talks
on,DT,False,O,734,,
declined,IN,False,I-STOCK,434,shares,by
in,IN,False,I-MERGER,850,is,merger
Morgan Stanley,NNP,False,B-ACQUISITION,341,,acquired
and,DT,False,O,965,,
and,DT,False,O,974,,
a,IN,False,I-MERGER,746,announced,merger
announced,VBD,False,I-MERGER,237,Facebook,a
in,IN,False,I-MERGER,906,is,merger
Apple,NNP,False,B-EARNINGS,399,,reported
$2.4 billion,CD,True,I-STOCK,479,fell,
$5.2 billion,CD,True,I-STOCK,342,surged,
the,DT,False,O,539,,
beat,IN,False,I-EARNINGS,654,Bank of America,earnings
JPMorgan,NNP,False,B-STOCK,221,,shares
showing,IN,False,I-EARNINGS,594,earnings,$15.7 billion
Tesla,NNP,False,B-ACQUISITION,573,,announced
$3.1 billion,CD,True,I-EARNINGS,371,with,
Facebook,NNP,False,B-MERGER,658,,confirmed
at,DT,False,O,635,,
revenue,IN,False,I-EARNINGS,37,annual,of
at,DT,False,O,659,,
the,DT,False,O,126,,
on,DT,False,O,290,,
at,DT,False,O,493,,
a,IN,False,I-MERGER,486,announced,merger
with,DT,False,O,20,,
Facebook,NNP,False,I-MERGER,900,with,
for,DT,False,O,651,,
shares,IN,False,I-STOCK,427,Netflix,declined
or,DT,False,O,549,,
Netflix,NNP,False,I-ACQUISITION,884,of,
earnings,IN,False,I-EARNINGS,785,Q4,showing
Oracle,NNP,False,B-MERGER,37,,completed
Bank of America,NNP,False,B-MERGER,148,,confirmed
with,DT,False,O,683,,
stock,IN,False,I-STOCK,664,Bank of America,price
JPMorgan,NNP,False,I-ACQUISITION,284,acquire,
Goldman Sachs,NNP,False,B-MERGER,852,,completed
stock,IN,False,I-STOCK,723,Microsoft,price
the,IN,False,I-ACQUISITION,223,completed,acquisition
purchased,IN,False,I-ACQUISITION,625,successfully,Salesforce
confirmed,IN,False,I-MERGER,733,Google,ongoing
at,DT,False,O,563,,
on,DT,False,O,794,,
surged,IN,False,I-STOCK,339,stock,$5.2 billion
Q4,IN,False,I-EARNINGS,760,its,earnings
with,DT,False,O,824,,
or,DT,False,O,75,,
reported,VBD,False,I-EARNINGS,808,Microsoft,quarterly
Google,NNP,False,B-STOCK,387,,stock
with,DT,False,O,891,,
is,IN,False,I-MERGER,409,Goldman Sachs,in
price,IN,False,I-STOCK,544,stock,increased
merger,IN,False,I-MERGER,653,a,with
with,DT,False,O,411,,
$2.4 billion,CD,True,I-EARNINGS,612,of,
the,DT,False,O,49,,
in,IN,False,I-ACQUISITION,542,is,talks
with,IN,False,I-MERGER,987,merger,Netflix
at,DT,False,O,628,,
$5.2 billion,CD,True,I-STOCK,351,dropped,
$980 million,CD,True,I-EARNINGS,497,of,
Adobe,NNP,False,B-MERGER,536,,confirmed
in,DT,False,O,660,,
in,DT,False,O,201,,
with,IN,False,I-MERGER,63,negotiations,JPMorgan
Amazon,NNP,False,B-STOCK,773,,shares
and,DT,False,O,397,,
$3.1 billion,CD,True,I-EARNINGS,37,with,
the,DT,False,O,741,,
by,DT,False,O,267,,
between,IN,False,I-MERGER,979,merger,Tesla
by,DT,False,O,286,,
Adobe,NNP,False,I-ACQUISITION,565,acquired,
revenue,IN,False,I-EARNINGS,114,annual,of
at,DT,False,O,539,,
at,DT,False,O,831,,
declined,IN,False,I-STOCK,427,shares,by
Oracle,NNP,False,B-MERGER,519,,is
Amazon,NNP,False,B-STOCK,506,,shares
and,DT,False,O,911,,
with,DT,False,O,965,,
at,DT,False,O,931,,
Netflix,NNP,False,B-EARNINGS,623,,beat
beat,IN,False,I-EARNINGS,231,Google,earnings
Intel,NNP,False,B-MERGER,547,,completed
with,DT,False,O,500,,
at,DT,False,O,37,,
to,IN,False,I-ACQUISITION,148,talks,acquire
by,DT,False,O,398,,
annual,IN,False,I-EARNINGS,980,announced,revenue
dropped,IN,False,I-STOCK,506,shares,$2.4 billion
Amazon,NNP,False,I-MERGER,613,between,
is,IN,False,I-ACQUISITION,768,Oracle,in
price,IN,False,I-STOCK,869,stock,increased
of,IN,False,I-EARNINGS,608,earnings,$1.3 billion
Amazon,NNP,False,I-ACQUISITION,737,acquire,
announced,VBD,False,I-MERGER,616,Bank of America,a
showing,IN,False,I-EARNINGS,18,earnings,$2.4 billion
$15.7 billion,CD,True,I-EARNINGS,822,of,
to,IN,False,I-ACQUISITION,213,plans,acquire
estimates,IN,False,I-EARNINGS,201,earnings,by
earnings,IN,False,I-EARNINGS,501,Q4,showing
$980 million,CD,True,I-STOCK,829,surged,
in,DT,False,O,429,,
JPMorgan,NNP,False,I-ACQUISITION,828,acquire,
is,IN,False,I-MERGER,840,Facebook,in
Facebook,NNP,False,B-STOCK,673,,stock
of,IN,False,I-EARNINGS,802,earnings,$15.7 billion
missed,IN,False,I-EARNINGS,733,Facebook,earnings
merger,IN,False,I-MERGER,409,in,talks
$750 million,CD,True,I-STOCK,334,by,
by,DT,False,O,88,,
at,DT,False,O,990,,
shares,IN,False,I-STOCK,1000,Oracle,declined
merger,IN,False,I-MERGER,980,its,with
in,DT,False,O,325,,
on,DT,False,O,691,,
by,DT,False,O,767,,
acquired,VBD,False,I-ACQUISITION,348,Tesla,Visa
by,DT,False,O,462,,
the,IN,False,I-MERGER,208,approved,merger
Microsoft,NNP,False,I-MERGER,90,with,
stock,IN,False,I-STOCK,852,Apple,price
with,IN,False,I-MERGER,109,talks,Morgan Stanley
acquire,IN,False,I-ACQUISITION,460,to,Bank of America
stock,IN,False,I-STOCK,636,IBM,surged
on,DT,False,O,652,,
surged,IN,False,I-STOCK,875,stock,$5.2 billion
at,DT,False,O,436,,
the,IN,False,I-MERGER,639,approved,merger
estimates,IN,False,I-EARNINGS,63,earnings,by
with,IN,False,I-EARNINGS,404,expectations,$15.7 billion
acquire,IN,False,I-ACQUISITION,828,to,JPMorgan
acquired,VBD,False,I-ACQUISITION,288,IBM,Morgan Stanley
a,IN,False,I-MERGER,278,announced,merger
the,DT,False,O,767,,
the,DT,False,O,476,,
Visa,NNP,False,B-MERGER,279,,confirmed
earnings,IN,False,I-EARNINGS,159,missed,estimates
Amazon,NNP,False,B-MERGER,475,,approved
in,DT,False,O,426,,
IBM,NNP,False,B-MERGER,846,,is
$5.2 billion,CD,True,I-EARNINGS,19,of,
Adobe,NNP,False,I-MERGER,353,with,
announced,VBD,False,I-EARNINGS,394,JPMorgan,annual
on,DT,False,O,818,,
in,DT,False,O,210,,
JPMorgan,NNP,False,I-MERGER,934,with,
by,DT,False,O,644,,
or,DT,False,O,249,,
by,IN,False,I-STOCK,173,declined,$1.3 billion
talks,IN,False,I-MERGER,893,merger,with
merger,IN,False,I-MERGER,928,ongoing,negotiations
$15.7 billion,CD,True,I-STOCK,566,by,
Microsoft,NNP,False,B-ACQUISITION,706,,completed
Citigroup,NNP,False,B-ACQUISITION,160,,acquired
increased,IN,False,I-STOCK,214,price,by
$1.3 billion,CD,True,I-STOCK,550,fell,
and,DT,False,O,281,,
annual,IN,False,I-EARNINGS,809,announced,revenue
Citigroup,NNP,False,B-ACQUISITION,372,,successfully
and,DT,False,O,575,,
talks,IN,False,I-ACQUISITION,545,in,to
quarterly,IN,False,I-EARNINGS,622,reported,earnings
earnings,IN,False,I-EARNINGS,80,quarterly,of
acquisition,IN,False,I-ACQUISITION,829,the,of
the,DT,False,O,475,,
to,IN,False,I-ACQUISITION,32,plans,acquire
$450 million,CD,True,I-EARNINGS,512,of,
estimates,IN,False,I-EARNINGS,363,earnings,by
in,DT,False,O,298,,
with,DT,False,O,396,,
missed,IN,False,I-EARNINGS,795,Google,earnings
Amazon,NNP,False,B-MERGER,484,,confirmed
fell,IN,False,I-STOCK,632,price,$3.1 billion
by,IN,False,I-STOCK,669,declined,$5.2 billion
$5.2 billion,CD,True,I-EARNINGS,316,by,
Amazon,NNP,False,B-ACQUISITION,71,,completed
merger,IN,False,I-MERGER,960,the,between
by,DT,False,O,740,,
acquisition,IN,False,I-ACQUISITION,507,the,of
or,DT,False,O,771,,
a,IN,False,I-MERGER,162,announced,merger
at,DT,False,O,236,,
earnings,IN,False,I-EARNINGS,670,missed,estimates
is,IN,False,I-ACQUISITION,415,Apple,in
fell,IN,False,I-STOCK,250,price,$15.7 billion
in,IN,False,I-ACQUISITION,65,is,talks
Citigroup,NNP,False,B-STOCK,452,,shares
announced,VBD,False,I-EARNINGS,216,Citigroup,annual
successfully,IN,False,I-ACQUISITION,939,Oracle,purchased
stock,IN,False,I-STOCK,409,IBM,price
and,DT,False,O,296,,
Google,NNP,False,B-EARNINGS,377,,announced
or,DT,False,O,891,,
declined,IN,False,I-STOCK,534,shares,by
$450 million,CD,True,I-EARNINGS,698,by,
merger,IN,False,I-MERGER,733,ongoing,negotiations
or,DT,False,O,657,,
talks,IN,False,I-ACQUISITION,829,in,to
by,DT,False,O,490,,
the,IN,False,I-MERGER,200,approved,merger
Bank of America,NNP,False,I-ACQUISITION,118,acquire,
or,DT,False,O,410,,
the,DT,False,O,179,,
Microsoft,NNP,False,I-MERGER,279,with,
on,DT,False,O,774,,
and,DT,False,O,146,,
or,DT,False,O,412,,
with,DT,False,O,622,,
for,DT,False,O,202,,
fell,IN,False,I-STOCK,196,price,$15.7 billion
Adobe,NNP,False,I-ACQUISITION,933,of,
with,DT,False,O,736,,
or,DT,False,O,853,,
the,DT,False,O,385,,
showing,IN,False,I-EARNINGS,81,earnings,$750 million
and,DT,False,O,175,,
by,IN,False,I-STOCK,831,increased,$450 million
in,DT,False,O,227,,
with,DT,False,O,349,,
Tesla,NNP,False,B-STOCK,879,,stock
in,DT,False,O,151,,
or,DT,False,O,677,,
announced,VBD,False,I-MERGER,390,Goldman Sachs,a
missed,IN,False,I-EARNINGS,652,Citigroup,earnings
its,IN,False,I-EARNINGS,88,released,Q4
plans,IN,False,I-ACQUISITION,24,announced,to
with,DT,False,O,342,,
by,IN,False,I-STOCK,156,declined,$980 million
Oracle,NNP,False,I-ACQUISITION,346,purchased,
with,IN,False,I-MERGER,654,talks,Citigroup
in,DT,False,O,481,,
at,DT,False,O,234,,
Visa,NNP,False,I-MERGER,622,with,
on,DT,False,O,516,,
Amazon,NNP,False,I-MERGER,130,between,
Intel,NNP,False,B-EARNINGS,475,,released
in,DT,False,O,490,,
estimates,IN,False,I-EARNINGS,833,earnings,by
on,DT,False,O,907,,
Tesla,NNP,False,B-ACQUISITION,545,,is
Oracle,NNP,False,I-ACQUISITION,405,of,
beat,IN,False,I-EARNINGS,311,Microsoft,earnings
$3.1 billion,CD,True,I-EARNINGS,916,by,
acquisition,IN,False,I-ACQUISITION,906,the,of
earnings,IN,False,I-EARNINGS,85,missed,estimates
talks,IN,False,I-MERGER,697,merger,with
$2.4 billion,CD,True,I-EARNINGS,607,of,
Microsoft,NNP,False,B-STOCK,535,,stock
for,DT,False,O,848,,
a,IN,False,I-MERGER,996,announced,merger
on,DT,False,O,536,,
in,DT,False,O,831,,
for,DT,False,O,233,,
Adobe,NNP,False,I-MERGER,258,with,
Goldman Sachs,NNP,False,B-ACQUISITION,735,,completed
in,DT,False,O,502,,
Google,NNP,False,I-ACQUISITION,344,acquire,
quarterly,IN,False,I-EARNINGS,165,reported,earnings
and,DT,False,O,455,,
for,DT,False,O,536,,
dropped,IN,False,I-STOCK,272,shares,$5.2 billion
declined,IN,False,I-STOCK,619,shares,by
at,DT,False,O,882,,
Q4,IN,False,I-EARNINGS,411,its,earnings
its,IN,False,I-EARNINGS,74,released,Q4
in,DT,False,O,722,,
confirmed,IN,False,I-MERGER,527,Intel,ongoing
$3.1 billion,CD,True,I-STOCK,900,by,
on,DT,False,O,219,,
to,IN,False,I-ACQUISITION,794,talks,acquire
for,DT,False,O,180,,
confirmed,IN,False,I-MERGER,121,Adobe,ongoing
fell,IN,False,I-STOCK,612,price,$2.4 billion
in,DT,False,O,763,,
at,DT,False,O,186,,
with,DT,False,O,841,,
PayPal,NNP,False,B-ACQUISITION,813,,is
Microsoft,NNP,False,I-ACQUISITION,485,purchased,
or,DT,False,O,586,,
acquire,IN,False,I-ACQUISITION,740,to,Visa
the,IN,False,I-ACQUISITION,62,completed,acquisition
with,IN,False,I-MERGER,44,merger,Apple
approved,IN,False,I-MERGER,53,Oracle,the
$15.7 billion,CD,True,I-STOCK,458,by,
the,DT,False,O,912,,
in,IN,False,I-ACQUISITION,387,is,talks
of,IN,False,I-EARNINGS,587,earnings,$5.2 billion
and,DT,False,O,740,,
its,IN,False,I-MERGER,698,completed,merger
Apple,NNP,False,B-STOCK,434,,shares
price,IN,False,I-STOCK,723,stock,increased
in,DT,False,O,462,,
Microsoft,NNP,False,B-STOCK,519,,shares
in,DT,False,O,436,,
PayPal,NNP,False,B-STOCK,740,,stock
Citigroup,NNP,False,B-STOCK,176,,shares
for,DT,False,O,264,,
the,DT,False,O,508,,
surged,IN,False,I-STOCK,591,stock,$2.4 billion
Facebook,NNP,False,I-MERGER,41,with,
merger,IN,False,I-MERGER,362,the,between
estimates,IN,False,I-EARNINGS,458,earnings,by
ongoing,IN,False,I-MERGER,66,confirmed,merger
released,IN,False,I-EARNINGS,621,Apple,its
Facebook,NNP,False,I-MERGER,883,with,
$1.3 billion,CD,True,I-STOCK,409,surged,
stock,IN,False,I-STOCK,706,Netflix,price
expectations,IN,False,I-EARNINGS,970,earnings,with
with,DT,False,O,770,,
and,DT,False,O,483,,
merger,IN,False,I-MERGER,856,the,between
by,DT,False,O,563,,
Intel,NNP,False,I-MERGER,362,with,
with,DT,False,O,361,,
Amazon,NNP,False,B-EARNINGS,862,,released
negotiations,IN,False,I-MERGER,32,merger,with
$5.2 billion,CD,True,I-STOCK,933,by,
is,IN,False,I-ACQUISITION,763,Oracle,in
purchased,IN,False,I-ACQUISITION,704,successfully,JPMorgan
PayPal,NNP,False,B-EARNINGS,718,,beat
is,IN,False,I-MERGER,232,Visa,in
on,DT,False,O,386,,
on,DT,False,O,427,,
Intel,NNP,False,B-STOCK,276,,stock
is,IN,False,I-ACQUISITION,697,Oracle,in
the,IN,False,I-ACQUISITION,918,completed,acquisition
talks,IN,False,I-ACQUISITION,859,in,to
and,DT,False,O,30,,
$450 million,CD,True,I-EARNINGS,123,of,
estimates,IN,False,I-EARNINGS,320,earnings,by
PayPal,NNP,False,B-MERGER,806,,confirmed
Salesforce,NNP,False,B-ACQUISITION,802,,completed
merger,IN,False,I-MERGER,135,the,between
by,IN,False,I-STOCK,512,declined,$3.1 billion
Goldman Sachs,NNP,False,B-STOCK,905,,shares
successfully,IN,False,I-ACQUISITION,786,Morgan Stanley,purchased
Bank of America,NNP,False,I-MERGER,343,between,
Apple,NNP,False,B-ACQUISITION,531,,is
ongoing,IN,False,I-MERGER,722,confirmed,merger
in,IN,False,I-ACQUISITION,194,is,talks
at,DT,False,O,565,,
at,DT,False,O,678,,
Tesla,NNP,False,B-EARNINGS,510,,announced
at,DT,False,O,231,,
announced,VBD,False,I-ACQUISITION,460,Citigroup,plans
the,DT,False,O,118,,
merger,IN,False,I-MERGER,654,its,with
acquire,IN,False,I-ACQUISITION,822,to,Morgan Stanley
at,DT,False,O,208,,
dropped,IN,False,I-STOCK,70,shares,$750 million
with,IN,False,I-MERGER,245,talks,Apple
dropped,IN,False,I-STOCK,340,shares,$3.1 billion
IBM,NNP,False,I-ACQUISITION,127,of,
or,DT,False,O,817,,
by,DT,False,O,197,,
missed,IN,False,I-EARNINGS,107,Visa,earnings
acquire,IN,False,I-ACQUISITION,441,to,Intel
with,DT,False,O,225,,
by,IN,False,I-STOCK,490,increased,$450 million
by,DT,False,O,645,,
confirmed,IN,False,I-MERGER,977,Morgan Stanley,ongoing
price,IN,False,I-STOCK,852,stock,fell
JPMorgan,NNP,False,B-EARNINGS,394,,announced
released,IN,False,I-EARNINGS,175,Adobe,its
by,DT,False,O,493,,
Microsoft,NNP,False,B-ACQUISITION,996,,is
showing,IN,False,I-EARNINGS,120,earnings,$5.2 billion
quarterly,IN,False,I-EARNINGS,8,reported,earnings
on,DT,False,O,423,,
Oracle,NNP,False,B-MERGER,581,,announced
Amazon,NNP,False,I-MERGER,409,with,
by,DT,False,O,415,,
IBM,NNP,False,B-ACQUISITION,925,,announced
of,IN,False,I-EARNINGS,131,revenue,$450 million
by,DT,False,O,64,,
or,DT,False,O,282,,
expectations,IN,False,I-EARNINGS,933,earnings,with
Morgan Stanley,NNP,False,B-MERGER,918,,is
acquire,IN,False,I-ACQUISITION,545,to,PayPal
announced,VBD,False,I-MERGER,113,Google,a
of,IN,False,I-ACQUISITION,240,acquisition,Morgan Stanley
Visa,NNP,False,B-ACQUISITION,98,,acquired
on,DT,False,O,416,,
earnings,IN,False,I-EARNINGS,178,beat,expectations
the,DT,False,O,861,,
annual,IN,False,I-EARNINGS,489,announced,revenue
merger,IN,False,I-MERGER,31,ongoing,negotiations
